,name,album,artist,release_date,length,popularity,danceability,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature
338,Sex With Me,ANTI (Deluxe),Rihanna,1/28/16,206400,71,0.58,0.294,0.58,0.532,0,0.0948,-5.668,0.0424,112.049,4
339,Dilemma,Nellyville,Nelly,6/25/02,289160,77,0.727,0.227,0.727,0.552,0.000164,0.198,-8.074,0.14,168.189,4
340,Smack That,Konvicted,Akon,1/1/06,212360,78,0.939,0.321,0.939,0.742,0,0.107,-5.171,0.0467,118.978,4
341,Hit 'Em Up Style (Oops!),So Blu,Blu Cantrell,1/18/01,250706,70,0.667,0.201,0.667,0.773,0,0.404,-4.983,0.0586,89.976,4
342,Chosen (feat. Ty Dolla $ign),No Love Lost (Deluxe),Blxst,12/4/20,161684,79,0.571,0.336,0.571,0.767,0,0.0809,-5.16,0.287,93.421,4
343,I Hate U,I Hate U,SZA,12/3/21,174000,80,0.535,0.507,0.535,0.388,0,0.11,-9.805,0.155,106.703,5
344,I Was Never There,"My Dear Melancholy,",The Weeknd,3/30/18,241066,80,0.323,0.142,0.323,0.737,0.000162,0.163,-4.008,0.0338,113.26,4
345,All The Stars (with SZA),Black Panther The Album Music From And Inspired By,Kendrick Lamar,2/9/18,232186,80,0.698,0.0605,0.698,0.633,0.000194,0.0926,-4.946,0.0597,96.924,4
346,Been Like This,Planet Her,Doja Cat,6/25/21,177373,71,0.678,0.126,0.678,0.531,3.44E-05,0.377,-5.029,0.0374,99.008,4
347,Kiss It Better,ANTI (Deluxe),Rihanna,1/28/16,253080,73,0.619,0.272,0.619,0.806,0,0.0671,-4.8,0.0483,95,4
348,Infrunami,The Lo-Fis,Steve Lacy,12/4/20,178328,74,0.826,0.31,0.826,0.299,0.0952,0.0758,-7.721,0.0446,97.012,4
349,Girls Need Love,Last Day Of Summer,Summer Walker,10/19/18,140760,72,0.645,0.558,0.645,0.418,0.0003,0.562,-10.065,0.29,96.963,4
350,Boring 20s,Boring 20s,Tamela D'Amico,5/13/22,170619,45,0.798,0.076,0.798,0.812,0.000596,0.0824,-5.973,0.0421,122.029,4
351,Pressure - Klischée Remix,Pressure (Klischée Remix),Klischée,3/11/22,203933,47,0.821,0.214,0.821,0.756,3.66E-05,0.246,-7.254,0.0695,115.04,4
352,Demon Kitty Rag - Electro Swing Version,Demon Kitty Rag (Electro Swing Version),Tori & Dean,11/16/20,215031,41,0.865,0.0165,0.865,0.582,5.19E-05,0.12,-7.154,0.282,121.039,4
353,The Little Man Who Wasn't There,The Little Man Who Wasn't There,Odd Chap,7/21/16,206541,44,0.717,0.262,0.717,0.871,0.022,0.0719,-6.376,0.337,126.029,4
354,Taking You with Me,Taking You with Me,Little Violet,5/26/21,199963,37,0.849,0.259,0.849,0.737,0,0.091,-5.417,0.0568,123.959,4
355,Big Bad Wolf,Big Bad Wolf,Johnny Wright,10/22/21,190615,42,0.738,0.0283,0.738,0.642,0,0.249,-7.857,0.167,127.958,4
356,Light up the Night,Light up the Night,Jamie Berry,8/16/19,233879,0,0.739,0.013,0.739,0.882,0.188,0.599,-7.448,0.194,124.119,4
357,It Don't Mean A Thing - Electro Swing Mix,It Don't Mean A Thing (Electro Swing Mix),The Hebbe Sisters,7/30/21,173735,39,0.78,0.172,0.78,0.813,0,0.1,-6.134,0.213,122.048,4
358,AKH Odessa,AKH Odessa,Parov Stelar,2/18/22,240812,41,0.902,0.0221,0.902,0.659,3.26E-05,0.0584,-5.697,0.157,127.993,4
359,Wabababa - Balduin VIP Mix,Wabababa (Time to Remix),Balduin,6/11/21,178272,35,0.709,0.0217,0.709,0.836,0.00798,0.0542,-4.141,0.079,126.028,4
360,Crazy Out There,Crazy Out There,Odd Chap,11/19/21,194741,43,0.769,0.00143,0.769,0.878,0.0513,0.0874,-7.888,0.191,112.034,4
361,Speed Dating An Arsonist,Speed Dating An Arsonist,Diablo Swing Orchestra,10/22/21,330893,38,0.739,0.0444,0.739,0.815,0.0432,0.0525,-7.744,0.0758,121.997,4
362,Cream Soda,Cream Soda,Deladap,8/27/21,184077,36,0.827,0.166,0.827,0.755,5.20E-05,0.153,-6.72,0.0889,103.009,4
363,Rose,Rose,Swingrowers,1/22/21,213120,38,0.777,0.182,0.777,0.734,0.081,0.487,-7.663,0.0368,125.032,4
364,Code Red,Code Red,Little Violet,9/3/21,228993,39,0.714,0.0308,0.714,0.822,3.04E-05,0.13,-5.647,0.0926,89.976,4
365,Shotgun Swing,Shotgun Swing,K.D.S,5/19/21,277041,39,0.845,0.00197,0.845,0.967,0.655,0.24,-4.363,0.0623,120.952,4
366,Fallen World,Fallen World,Riff Kitten,9/25/20,228593,33,0.706,0.8,0.706,0.55,1.19E-06,0.118,-7.691,0.0353,95.973,4
367,Wellerman - Electro Swing Mix,Wellerman,Betty Booom,3/16/21,138645,45,0.912,0.193,0.912,0.712,0.00811,0.0788,-6.455,0.101,120.011,4
368,Big Blue Swing,Big Blue Swing,Tape Five,12/17/21,227127,41,0.766,0.13,0.766,0.946,0.0124,0.541,-4.064,0.0816,129.991,4
369,Empires,It Flew By,The Electric Swing Circus,1/16/17,190508,0,0.816,0.264,0.816,0.761,1.86E-06,0.0995,-3.941,0.0368,120.008,4
370,Day & Night,Day & Night,Odd Chap,10/5/18,247500,38,0.861,0.0217,0.861,0.917,0.0588,0.208,-4.052,0.0906,127.953,4
371,Topsy at the Top,Topsy at the Top,Martin Landström,8/27/21,260091,33,0.649,0.0424,0.649,0.903,0.559,0.102,-8.024,0.0566,115.987,4
372,Allegro Molto Vivace (Piano Concerto in E Minor No. 1) - Electro Swing Mix,Allegro Molto Vivace (Piano Concerto in E Minor No. 1) [Electro Swing Mix],Felix Mendelssohn,6/30/21,146190,34,0.731,0.0402,0.731,0.892,0.792,0.224,-5.695,0.0523,125.994,4
373,Mais Non - 1920 Version,Mais Non (1920 Version),Klischée,10/6/17,191801,41,0.865,0.427,0.865,0.881,0.205,0.316,-6.812,0.127,128.033,4
374,Candy Girl,Candy Girl,Parov Stelar,1/21/22,162075,48,0.864,0.153,0.864,0.79,0.577,0.0849,-6.434,0.189,99.992,4
375,One for the Road,One for the Road,Atom Smith,5/21/21,238080,38,0.774,0.117,0.774,0.798,0.0935,0.286,-6.621,0.0515,125.013,4
376,The Jungle Jive,Bongo Chic,Minimatic,2/18/21,231724,37,0.946,0.249,0.946,0.864,0.0418,0.406,-5.926,0.274,115.95,4
377,Ballade No. 1,Ballade No. 1,Wolfgang Lohr,5/14/21,114000,35,0.728,0.0287,0.728,0.886,0.802,0.113,-6.198,0.0358,119.985,4
378,Chicago,Chicago,Mr. Jazzek,5/28/21,164257,37,0.899,0.138,0.899,0.736,0.56,0.0717,-6.018,0.0466,121.993,4
379,Wake Up Romeo - Pisk Remix,Wake Up Romeo (Pisk Remix),Caro Emerald,2/26/21,182720,29,0.851,0.0995,0.851,0.828,0.00455,0.206,-6.399,0.0823,122.961,4
380,New Ground,New Ground,Balduin,10/29/21,187838,40,0.705,0.194,0.705,0.786,7.32E-05,0.215,-5.67,0.0769,118.002,4
381,No Strings Attached,Outsidein,Swingrowers,2/23/18,246973,45,0.825,0.298,0.825,0.74,5.21E-06,0.309,-7.354,0.0327,128.018,4
382,Comin' Up Swinging,Bass Age Big Band,Atom Smith,10/2/20,215625,36,0.763,0.00935,0.763,0.8,0.0328,0.185,-6.255,0.0422,127.958,4
383,Get This (Bang Bang),Get This (Bang Bang),Klischée,4/2/21,225728,40,0.794,0.0465,0.794,0.742,0.0215,0.157,-5.113,0.123,124.968,4
384,Say What - Pisk Electro Swing Remix,Say What (2019),Cut Capers,10/4/19,193809,41,0.735,0.0318,0.735,0.934,0.000333,0.212,-5.414,0.0484,126.023,4
385,Back in Time,Back in Time,Swing Republic,6/29/18,198666,38,0.87,0.0166,0.87,0.792,0.123,0.178,-5.327,0.047,117.983,4
386,Swing in Spring - Betty Booom Remix,Swing in Spring (Betty Booom Remix),Wolfgang Lohr,4/13/21,174702,37,0.864,0.0831,0.864,0.68,3.24E-06,0.117,-7.025,0.123,120.041,4
387,Mañana - Jojo Effect & Gardener of Delight Remix,Mañana (Jojo Effect & Gardener of Delight Remix),Jojo Effect,4/9/21,168000,38,0.749,0.329,0.749,0.842,1.84E-05,0.136,-8.449,0.0835,129.082,4
388,Hep Cat Boogie,Vintage Vibes,Balduin,2/25/22,202946,40,0.967,0.224,0.967,0.827,0.0928,0.13,-6.087,0.161,117.043,4
389,Crazy Cat,Crazy Cat,11 Acorn Lane,3/25/21,157187,35,0.785,0.0805,0.785,0.747,1.59E-05,0.369,-7.832,0.0771,128.044,4
390,Loco,Loco,Mr. Jazzek,4/23/21,178560,33,0.867,0.0939,0.867,0.657,4.29E-05,0.165,-6.155,0.0632,125.021,4
391,Horny - Electro Swing Version,Horny,Pisk,5/8/20,210708,45,0.782,0.0652,0.782,0.665,1.52E-05,0.126,-7.592,0.0605,126.985,4
392,Wochenend Und Sonnenschein (Electro Swing),Wochenend Und Sonnenschein (Electro Swing),Wolfgang Lohr,9/7/18,182903,36,0.826,0.0067,0.826,0.89,0.00046,0.0659,-4.671,0.163,124.056,4
393,So Good,So Good,Klischée,5/21/21,196470,38,0.758,0.123,0.758,0.699,1.27E-05,0.104,-4.394,0.0509,101.957,4
394,Mr Magpie - Jamie Berry Remix,The Electric Swing Circus - Remixed Vol. 1,The Electric Swing Circus,11/6/18,224588,0,0.868,0.0312,0.868,0.609,0.0129,0.254,-6.081,0.0796,133.99,4
395,Cheek to Cheek - Swing Hop Mix,Cheek to Cheek (Swing Hop Mix),Odd Chap,6/28/19,180754,37,0.591,0.0119,0.591,0.955,0.0135,0.0852,-3.217,0.107,98.927,4
396,Butterfly - Wolfgang Lohr Remix,Butterfly (Remixes),Swingrowers,6/9/17,350476,0,0.716,0.229,0.716,0.972,0.356,0.113,-4.281,0.0569,125.994,4
397,Silent Movie,Silent Movie,Little Violet,11/15/19,197964,35,0.839,0.0788,0.839,0.731,0.054,0.165,-6.74,0.0414,114.021,4
398,Black Betty,Black Betty - Single,Caravan Palace,5/26/17,189956,0,0.832,0.192,0.832,0.948,0.000117,0.0806,-3.979,0.0502,121.973,4
399,Jive Me Crazy,Jive Me Crazy,Betty Booom,8/18/21,161684,34,0.884,0.0153,0.884,0.758,0.108,0.0769,-6.339,0.114,95.046,4
400,St Louis Blues,St Louis Blues,The Swing Bot,5/17/19,207914,3,0.813,0.229,0.813,0.727,0.4,0.113,-6.913,0.164,110.985,4
401,Don't Stop,Don't Stop,Szigeti Juli,4/16/21,182608,35,0.692,0.0331,0.692,0.769,0.00107,0.0743,-7.961,0.0571,115.046,4
402,Via con me - Electro Swing Mix,Via con me,LVDS,6/11/21,167961,35,0.886,0.249,0.886,0.745,0.000766,0.0731,-6.205,0.0421,109.989,4
403,Ma Che Bella Compagnia,Ma Che Bella Compagnia,Melania,10/1/21,181817,34,0.857,0.299,0.857,0.859,3.93E-06,0.0851,-4.158,0.0443,108.04,4
404,My 20s Woman,My 20s Woman,Wolfgang Lohr,2/21/20,186000,39,0.77,0.0308,0.77,0.83,0.468,0.335,-7.169,0.156,119.987,4
405,Stay Swing,Remote,Swingrowers,2014,272143,0,0.71,0.0208,0.71,0.915,0.0311,0.333,-4.548,0.0979,128.047,4
406,Lone Digger,<I°_°I>,Caravan Palace,10/16/15,229804,0,0.769,0.598,0.769,0.931,0.0173,0.115,-5.289,0.0495,123.974,4
407,Summer Swing,Summer Swing,Glenn Gatsby,7/21/21,158350,35,0.899,0.467,0.899,0.659,0.136,0.0757,-6.349,0.474,96.996,4
408,Music Has the Power - Radio Edit,Music Has the Power (Radio Edit),Deladap,3/29/19,206205,0,0.695,0.111,0.695,0.875,0,0.23,-4.112,0.107,104.058,4
409,Pingu - Game Sessions,Pingu (Game Sessions),Balkan Paradise Orchestra,6/23/21,225120,35,0.71,0.136,0.71,0.887,0.169,0.356,-7.315,0.0604,125.029,4
410,Cinnamon Girl - Sun Dub Edit,Cinnamon Girl (Sun Dub Edit),[dunkelbunt],3/22/19,336178,36,0.885,0.124,0.885,0.658,0.827,0.693,-8.877,0.0927,106.646,4
411,Dixie Biscuit - Radio Edit,"Dixie Biscuit ""The Shanghai Tapes""",Tape Five,6/3/16,199679,0,0.665,0.0216,0.665,0.81,1.13E-05,0.125,-5.164,0.0892,98.263,4
412,Re-Charleston (Radio Edit),Re-Charleston (Electro Swing),Wolfgang Lohr,4/6/18,167360,38,0.848,0.499,0.848,0.823,0.916,0.155,-4.021,0.0766,125.022,4
413,1925,1925,LVDS,2/18/20,164842,38,0.917,0.0438,0.917,0.638,0.843,0.11,-7.641,0.138,95.016,4
414,Superhero - Original Mix,Superhero,Kormac,6/18/12,327837,0,0.878,0.0195,0.878,0.814,0.468,0.0515,-8.858,0.0623,123.026,4
415,Swing It Like Roger,Bend the Rules,Klischée,10/7/16,196586,42,0.767,0.268,0.767,0.7,0.736,0.105,-8.253,0.184,127.973,4
416,Joe's Break,Fin De Siecle,Minimatic,11/2/18,248000,33,0.761,0.132,0.761,0.733,0.314,0.0879,-7.881,0.0953,115.065,4
417,Button Up,Vintage Jukebox EP,Odd Chap,4/4/18,203076,31,0.822,0.213,0.822,0.891,0.464,0.0851,-5.104,0.0641,104.01,4
418,My Bad Alice,My Bad Alice,Jenova Collective,9/15/17,283738,0,0.601,0.0338,0.601,0.974,4.76E-06,0.156,-5.432,0.435,130.032,4
419,Swag Bag,Electro Carousel Club Night (Selected by Dr Cat),Dr Cat,9/15/17,265627,33,0.789,0.00107,0.789,0.737,0.898,0.057,-4.501,0.049,124.004,4
420,Sleep Rider,Black Mama,K.D.S,8/19/16,286500,0,0.819,0.144,0.819,0.825,0.673,0.0951,-6.657,0.0654,114.992,4
421,Gogo,Gogo,Mr. Jazzek,1/21/20,166171,35,0.817,0.0961,0.817,0.68,0.923,0.131,-6.527,0.0516,127.977,4
422,Whoopsy Daisy (Club Mix),Whoopsy Daisy,Wolfgang Lohr,6/30/17,273987,0,0.886,0.0021,0.886,0.712,0.593,0.0282,-5.928,0.11,123.018,4
423,Headless Horseman,Slaughter In the Suburbs,Kid Kasino,10/28/16,213015,37,0.641,0.491,0.641,0.665,0,0.06,-5.027,0.339,200.388,4
424,King of the Conga - Glenn Gatsby Remix,King of the Conga (Glenn Gatsby Remix),Swing'it,5/6/22,147619,40,0.794,0.00859,0.794,0.748,0.0332,0.156,-7.811,0.0653,125.993,4
425,Perfect Sunday,Stronger Now,Carol Albert,1/31/20,243366,51,0.621,0.601,0.621,0.65,0.925,0.325,-9.925,0.0541,168.069,4
426,Fluid,Fluid,Lin Rountree,7/10/20,265875,46,0.809,0.161,0.809,0.552,0.859,0.127,-8.678,0.041,95.016,4
427,New Bounce,6,Oli Silk,5/29/20,287640,41,0.731,0.375,0.731,0.629,0.827,0.0872,-8.959,0.0294,95.976,4
428,When We Dance,Into the Light,Ken Navarro,2/21/20,264186,49,0.339,0.893,0.339,0.617,0.933,0.0857,-9.396,0.0312,91.328,4
429,Magic Hour,Magic Hour,Sean U,8/31/20,255348,46,0.585,0.146,0.585,0.838,0.858,0.0716,-6.884,0.0348,172.023,4
430,Feels Like Friday Night,Shakedown,Kim Waters,5/29/20,259386,0,0.855,0.233,0.855,0.571,0.836,0.0796,-6.4,0.035,109.984,4
431,Exhale,The Little Things,Cindy Bradley,5/31/19,314574,40,0.638,0.892,0.638,0.489,0.919,0.203,-10.288,0.0391,82.01,4
432,Let's Get Serious,Let's Get Serious,Nick Colionne,4/3/20,246546,37,0.759,0.696,0.759,0.515,0.76,0.0932,-9.74,0.0314,106.052,4
433,Think of You,Sentiment,Brendan Rothwell,2/14/19,240172,46,0.658,0.638,0.658,0.326,0.825,0.13,-12.786,0.0409,87.991,4
434,Sundance,Solid,Boney James,6/12/20,229640,47,0.8,0.5,0.8,0.547,0.869,0.1,-9.716,0.04,104.036,4
435,Seventh Heaven (feat. Jeff Golub),Nightlife,Avenue Blue (Featuring Jeff Golub),1997,310280,48,0.641,0.68,0.641,0.625,0.927,0.202,-11.644,0.0371,91.917,4
436,Fired Up,Unified,Brian Simpson,1/17/20,262640,0,0.81,0.575,0.81,0.639,0.8,0.0989,-9.925,0.035,102.001,4
437,Stockholm Summer,The Little Things,Cindy Bradley,5/31/19,295156,42,0.711,0.802,0.711,0.476,0.742,0.105,-9.448,0.0358,102.925,4
438,Soulfully,Soulfully,Ryan Montano,5/25/20,250000,46,0.696,0.506,0.696,0.844,0.935,0.127,-7.202,0.0258,105.03,4
439,Hope,G-Stream,Gerald Albright,10/30/20,260265,45,0.568,0.323,0.568,0.68,0.427,0.0597,-4.692,0.0537,89.741,4
440,BLUE MOON,Blue Moon,Skinny Hightower,3/27/20,224000,35,0.713,0.257,0.713,0.778,0.0285,0.0391,-6.203,0.0341,91.02,4
441,Out of the Blue,Real Life,Chris Standring,3/20/20,358213,49,0.682,0.352,0.682,0.523,0.754,0.884,-8.955,0.0348,95.986,4
442,Zephyr,Coevolve,Kayla Waters,10/26/18,293595,35,0.607,0.318,0.607,0.852,0.703,0.0961,-8.918,0.0303,100.003,4
443,Lifted,Lifted,Phil Denny,6/8/20,260746,45,0.657,0.0567,0.657,0.819,0.00124,0.0243,-5.448,0.0797,99.976,4
444,Low and Slow,Honestly,Boney James,9/1/17,248626,34,0.725,0.779,0.725,0.507,0.816,0.108,-11.025,0.0363,76.002,4
445,Bliss,Bliss,Cindy Bradley,5/5/14,314312,42,0.617,0.461,0.617,0.594,0.799,0.122,-9.527,0.0345,91.964,4
446,Because Of You,Slam Dunk,Gerald Albright,8/5/14,316117,36,0.564,0.601,0.564,0.619,0.0147,0.128,-9.171,0.0613,84.896,4
447,Stronger Now,Stronger Now,Carol Albert,1/31/20,223196,47,0.59,0.218,0.59,0.455,0.907,0.217,-11.335,0.0277,139.994,4
448,My Song for You,Shake It,Paula Atherton,2/18/18,278200,44,0.705,0.536,0.705,0.635,0.0161,0.113,-6.395,0.0278,102.933,4
449,Lip Service,Lip Service,Richard Elliot,7/15/14,275773,39,0.479,0.437,0.479,0.549,0.753,0.052,-10.016,0.0518,87.243,4
450,Release,Release,Lin Rountree,5/28/21,292253,40,0.771,0.39,0.771,0.704,0.962,0.181,-9.072,0.0331,98.012,4
451,Amends,The Story of Jaz,Jazmin Ghent,9/22/18,204826,45,0.733,0.505,0.733,0.592,0.544,0.105,-6.308,0.0435,93.036,4
452,Reasons,Reasons,Michael C. Lewis,10/17/16,269981,46,0.442,0.346,0.442,0.712,0.131,0.67,-6.824,0.0825,147.347,4
453,Affection,Elevation,Randy Scott,8/21/20,238876,33,0.584,0.304,0.584,0.61,0.81,0.217,-8.469,0.0821,179.958,4
454,La Dolce Vita,La Dolce Vita,Warren Hill,6/24/08,325093,0,0.633,0.358,0.633,0.673,0.00724,0.0744,-6.586,0.0356,95.021,4
455,Happy Go Lucky,Paul Hardcastle 8,Paul Hardcastle,9/19/18,254000,38,0.643,0.54,0.643,0.59,0.835,0.113,-13.685,0.0348,99.989,4
456,Undun,Moonlight,Steve Cole,2/1/11,293533,48,0.68,0.824,0.68,0.416,0.864,0.0787,-8.282,0.032,115.963,4
457,Floating World,Heart To Heart,Norman Brown,8/7/20,201866,0,0.681,0.8,0.681,0.611,0.867,0.142,-9.081,0.0353,95.065,4
458,Pacifica,Stay With Me,Michael Lington,10/27/08,256973,48,0.562,0.0913,0.562,0.83,0.786,0.131,-5.975,0.0324,98.857,4
459,Fall For You,Fall For You,Blake Aaron,9/6/19,272400,43,0.7,0.115,0.7,0.912,0.93,0.0947,-6.592,0.0472,99.998,4
460,Exhale,Exhale,Patrick Bradley,1/15/21,272342,42,0.503,0.431,0.503,0.792,0.839,0.147,-9.594,0.0309,176.967,4
461,I Remember You,After 8,Ronny Jordan,11/2/04,252333,45,0.635,0.9,0.635,0.315,0.803,0.326,-13.359,0.0281,131.806,4
462,It's All Love,Focus,"Chris ""Big Dog"" Davis",6/12/20,205733,0,0.721,0.705,0.721,0.301,0.299,0.206,-10.603,0.031,119.946,4
463,Steppin' Out,All For Love,Kim Waters,6/20/05,245853,0,0.702,0.681,0.702,0.785,0.269,0.298,-5.373,0.0265,110.999,4
464,Bluewave Bossanova,True North,Lawson Rollins,1/17/20,264453,47,0.708,0.715,0.708,0.892,0.909,0.112,-4.401,0.0296,125.028,4
465,Brazz Street,Crossroads,Rick Braun,8/16/19,282546,0,0.762,0.627,0.762,0.552,0.532,0.139,-8.484,0.0593,100.037,4
466,Bittersweet,Bittersweet,Skinny Hightower,2/7/20,244000,31,0.782,0.178,0.782,0.921,0.817,0.0847,-5.755,0.0374,102.006,4
467,Can You Hear Me,Can You Hear Me,Patrick Bradley,9/23/14,304266,49,0.532,0.854,0.532,0.387,0.859,0.121,-12.23,0.0291,76.075,4
468,Groovin' J,I'm Coming Home,Jacob Webb,7/2/18,266145,43,0.725,0.0468,0.725,0.662,0.0238,0.0775,-8.462,0.0311,102.929,4
469,I'm All Ears,I'm All Ears,Cindy Bradley,2/22/19,299583,35,0.721,0.572,0.721,0.677,0.823,0.127,-8.09,0.0512,98.028,4
470,Soul Vibration,Ten,Chris Standring,3/8/16,266338,50,0.831,0.651,0.831,0.474,0.507,0.0646,-10.47,0.0545,93.005,4
471,Can You Feel It,Double Vision,Adam Hawley,3/23/18,251013,47,0.798,0.216,0.798,0.599,0.242,0.0544,-5.124,0.0281,97.008,4
472,Something About You,Something About You,Brian Simpson,7/27/18,313973,0,0.689,0.101,0.689,0.89,0.882,0.0831,-9.896,0.0409,99.981,4
473,Window of the Soul,Presence,Chuck Loeb,5/9/18,247333,47,0.773,0.453,0.773,0.511,0.903,0.0428,-10.256,0.0731,90.058,4
474,It's On Now,It's On Now,Willie Bradley,4/24/20,227752,0,0.709,0.343,0.709,0.763,0.224,0.0501,-5.469,0.0358,106.143,4
475,My Heart Goes (La Di Da) (feat. Topic),My Heart Goes (La Di Da) (feat. Topic),Becky Hill,8/24/21,148960,76,0.695,0.0185,0.695,0.781,3.12E-05,0.295,-5.578,0.0452,124.04,4
476,Potion (with Dua Lipa & Young Thug),Potion (with Dua Lipa & Young Thug),Calvin Harris,5/27/22,214459,82,0.824,0.158,0.824,0.697,4.11E-05,0.077,-4.869,0.0473,99.988,4
477,The Motto,The Motto,Tiësto,11/4/21,164818,90,0.754,0.0301,0.754,0.763,2.23E-05,0.0901,-4.627,0.0435,117.953,4
478,Can't Get You out of My Head - Peggy Gou’s Midnight Remix,Can't Get You out of My Head (Peggy Gou’s Midnight Remix),Kylie Minogue,5/19/22,271240,60,0.687,0.0707,0.687,0.924,0.228,0.046,-7.324,0.0361,126.018,4
479,I Was Made For Lovin' You (feat. Nile Rodgers & House Gospel Choir),I Was Made For Lovin' You (feat. Nile Rodgers & House Gospel Choir),Oliver Heldens,5/6/22,157205,68,0.686,0.0577,0.686,0.892,7.11E-06,0.0838,-3.186,0.0498,126.03,4
480,Drag Me Out,Drag Me Out,Kah-Lo,3/11/22,139615,59,0.879,0.0285,0.879,0.769,0.00171,0.116,-3.59,0.0859,120.023,4
481,Move Your Body,Move Your Body,Öwnboss,10/29/21,157444,83,0.848,0.0169,0.848,0.821,0.000403,0.0962,-5.408,0.0527,125.051,4
482,Ferrari,Ferrari,James Hype,3/15/22,185661,58,0.844,0.0129,0.844,0.688,5.39E-05,0.0492,-7.879,0.049,124.992,4
483,OUT OUT (feat. Charli XCX & Saweetie),OUT OUT (feat. Charli XCX & Saweetie),Joel Corry,8/13/21,162603,82,0.787,0.018,0.787,0.833,0.00747,0.0374,-4.403,0.0478,123.97,4
484,Where Are You Now,Where Are You Now,Lost Frequencies,7/30/21,148197,90,0.671,0.515,0.671,0.636,0.000411,0.172,-8.117,0.103,120.966,4
485,Love Tonight - David Guetta Remix Edit,Love Tonight (David Guetta Remix),Shouse,6/11/21,158095,80,0.621,0.015,0.621,0.989,0.357,0.184,-4.225,0.0434,126.002,4
486,When I’m Gone (with Katy Perry),When I’m Gone (with Katy Perry),Alesso,12/29/21,161266,80,0.685,0.028,0.685,0.886,0,0.481,-4.179,0.034,125.034,4
487,Off Of My Mind,Off Of My Mind,Icona Pop,7/9/21,164739,69,0.798,0.128,0.798,0.752,0.0362,0.0795,-5.947,0.227,125.996,4
488,Bad Habits - MEDUZA Remix,Bad Habits (MEDUZA Remix),Ed Sheeran,7/30/21,194331,68,0.609,0.0992,0.609,0.8,0.00132,0.0887,-5.102,0.0337,126.031,4
489,You - Topic Remix,You (Topic Remix),Regard,5/28/21,157160,63,0.733,0.0554,0.733,0.887,0.000131,0.241,-5.601,0.0692,124.025,4
490,Crazy What Love Can Do,Crazy What Love Can Do,David Guetta,4/8/22,169756,84,0.601,0.0282,0.601,0.713,0,0.158,-3.758,0.0449,122.872,4
491,Words (feat. Zara Larsson),Words (feat. Zara Larsson),Alesso,4/22/22,142677,80,0.739,0.0245,0.739,0.586,0.000252,0.308,-5.079,0.0472,124.026,4
492,Belly Dancer,Belly Dancer,Imanbek,2/18/22,151475,83,0.845,0.0582,0.845,0.797,5.57E-06,0.167,-4.984,0.139,121.985,4
493,Dancing Feet (feat. DNCE),Dancing Feet (feat. DNCE),Kygo,2/25/22,215203,81,0.75,0.293,0.75,0.797,0,0.392,-4.826,0.118,105.949,4
494,California Dreamin' (feat. High Jinx) (LP Giobbi Remix),California Dreamin',Chris Lorenzo,2/11/22,144761,55,0.61,0.000645,0.61,0.966,0.247,0.303,-4.116,0.305,126.001,4
495,Real Love (feat. Aleyna Tilki),Happy Machine,Dillon Francis,10/5/21,135265,37,0.738,0.0496,0.738,0.793,8.48E-05,0.0522,-4.313,0.0685,124.012,4
496,21 Reasons (feat. Ella Henderson),21 Reasons (feat. Ella Henderson),Nathan Dawe,4/29/22,155253,77,0.621,0.0165,0.621,0.785,5.92E-06,0.0512,-4.499,0.11,123.96,4
497,Where Did You Go?,Where Did You Go?,Jax Jones,1/26/22,177689,10,0.774,0.194,0.774,0.784,1.07E-05,0.293,-4.549,0.0351,127.042,4
498,Do It To It,Do It To It,ACRAZE,8/20/21,157890,87,0.854,0.0209,0.854,0.806,0.0542,0.0703,-8.262,0.0886,124.927,4
499,Love Again,Love Again,CHANEY,1/21/22,190512,57,0.679,0.0874,0.679,0.876,0,0.245,-4.86,0.0512,125.985,4
500,Anywhere With You,Anywhere With You,Afrojack,9/30/21,158807,15,0.596,0.0696,0.596,0.743,2.37E-06,0.202,-4.149,0.0302,125.883,4
501,Can't Get Over You (feat. Aloe Blacc),Can't Get Over You (feat. Aloe Blacc),Gabry Ponte,11/26/21,159924,63,0.749,0.121,0.749,0.843,4.59E-05,0.0877,-5.544,0.0428,119.981,4
502,Heaven Takes You Home (feat. Connie Constance),Paradise Again,Swedish House Mafia,4/15/22,214071,80,0.665,0.0124,0.665,0.738,0.00598,0.0923,-5.931,0.0379,125.037,4
503,Your Love (9PM),Your Love (9PM),ATB,1/15/21,150052,63,0.669,0.194,0.669,0.784,6.28E-06,0.115,-5.603,0.112,125.993,4
504,It Don’t Matter - Spotify Singles,It Don’t Matter - Spotify Singles,Alok,5/7/21,173742,65,0.732,0.161,0.732,0.864,1.34E-05,0.367,-5.94,0.0378,118.032,4
505,The Business,The Business,Tiësto,9/16/20,164000,83,0.798,0.414,0.798,0.62,0.0192,0.112,-7.079,0.232,120.031,4
506,Paradise (feat. Dermot Kennedy),Paradise,MEDUZA,10/30/20,167903,79,0.632,0.0689,0.632,0.595,0,0.209,-7.644,0.0401,124.114,4
507,Dancing Alone,Dancing Alone,VIZE,1/14/22,172390,59,0.632,0.0321,0.632,0.731,5.16E-05,0.317,-5.737,0.0356,127.949,4
508,Why Do I Call,Why Do I Call,Nicky Romero,11/26/21,158958,57,0.655,0.144,0.655,0.786,0,0.282,-6.588,0.0931,122.946,4
