,track_uri,track_name,artist_name,artist_pop,artist_genres,album,track_pop,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature
84,spotify:track:0lrctx5G3InbHwNO5JyFfL,It Ain't Right,Shane Codd,56,"['dance pop', 'house', 'pop dance', 'tropical house', 'uk dance']",It Ain't Right,60,0.0414,0.676,0.896,6.41e-06,0.0519,-3.706,0.0425,125.997,4
85,spotify:track:6OufwUcCqo81guU2jAlDVP,Love Tonight - Edit,Shouse,71,['aussietronica'],Love Tonight,79,0.00214,0.727,0.681,0.000307,0.0861,-7.114,0.0265,123.028,4
86,spotify:track:4YprqLB3jEAlHNOMXEcZtm,Vibe,Mike Candys,62,"['edm', 'pop dance', 'pop house']",Vibe,62,0.013,0.937,0.823,0.397,0.121,-2.867,0.0956,126.063,4
87,spotify:track:4G4patpYxsF6ovHZOX9wgR,Human (feat. Echoes),John Summit,65,"['edm', 'electro house', 'house', 'pop dance']",Human (feat. Echoes),70,0.00162,0.544,0.856,0.818,0.0763,-6.84,0.0314,125.992,4
88,spotify:track:5zHRrkIk98Adfqh25kMZFU,Love Me Better (with Shift K3Y & Marc E. Bassy),Dillon Francis,65,"['brostep', 'dance pop', 'edm', 'electro house', 'electronic trap', 'electropop', 'house', 'moombahton', 'pop', 'pop dance', 'slap house', 'tropical house']",Love Me Better,55,0.0253,0.755,0.716,0.00149,0.131,-5.089,0.0376,124.018,4
89,spotify:track:4ga4WvRNhMsIL38pkBbnIN,Pressure (feat. Tove Lo),Martin Garrix,76,"['dance pop', 'dutch edm', 'edm', 'pop', 'pop dance', 'progressive house', 'tropical house']",Pressure (feat. Tove Lo),70,0.659,0.859,0.558,0.324,0.124,-8.991,0.0902,114.978,4
90,spotify:track:4t5DaUXvdAFahZJtXYGYpH,Friday,Timmy Trumpet,71,"['australian dance', 'big room', 'edm', 'electro house', 'melbourne bounce', 'melbourne bounce international', 'pop dance']",Friday,60,0.0348,0.794,0.839,0.0367,0.0787,-8.382,0.0576,121.049,4
91,spotify:track:0qEW1d0ENwecqiAZTK4Uel,Tell Me Why,Elektrik Disko,36,[],Tell Me Why,51,0.133,0.791,0.736,0.864,0.0749,-6.568,0.0381,123.998,4
92,spotify:track:2kpOZP2szJea4TExBH2DJu,Marching Band,Surf Mesa,64,['tropical house'],Marching Band,57,0.000943,0.773,0.81,0.0541,0.379,-6.794,0.0371,123.991,4
93,spotify:track:5TNuPYV2poVvrORn4zt7ey,Rise (feat. Tasita D'Mour) - Edit,Purple Disco Machine,72,"['deep house', 'house', 'tropical house']",Rise (feat. Tasita D'Mour),41,0.266,0.747,0.81,0.132,0.0579,-5.487,0.0324,122.001,4
94,spotify:track:1S69G657rrHOIfPkKNihwH,Good for Me (feat. Anna Straker),Jay Pryor,53,"['deep groove house', 'edm', 'electro house', 'house', 'pop dance', 'pop edm', 'tropical house']",Good for Me (feat. Anna Straker),63,0.02,0.725,0.615,0.00821,0.138,-7.217,0.0453,124.987,4
95,spotify:track:49yvk8qS9L7I5aDeIMSutb,Show Me A Sign (with MKLA),Ship Wrek,52,"['bass house', 'electro house']",Show Me A Sign,54,0.0437,0.717,0.763,6.02e-05,0.154,-5.178,0.0559,126.002,4
96,spotify:track:1olCzMxaeiQKNO64ssWVGr,Talk About,Rain Radio,56,[],Talk About,72,0.000222,0.814,0.874,0.522,0.276,-5.316,0.0425,123.992,4
97,spotify:track:0KG7XrgM20KEmJrKsyFDAm,Let You Go,Diplo,78,"['edm', 'electro house', 'house', 'moombahton', 'ninja', 'pop', 'pop dance', 'tropical house']",Diplo,62,0.101,0.584,0.955,0.00243,0.092,-4.197,0.0507,128.04,4
98,spotify:track:2wf2KMhjoHSZXKVHNBoTMg,Sun Came Up,Sofi Tukker,69,"['edm', 'pop']",Sun Came Up,65,0.0243,0.673,0.625,0.0219,0.0577,-6.854,0.0272,124.001,4
99,spotify:track:4KKaV1zUcpDecobqLjwIkB,Physical - Claptone Remix,Dua Lipa,88,"['dance pop', 'pop', 'uk pop']",Physical (Remixes),56,0.00029,0.722,0.928,0.9,0.43,-5.97,0.0341,124.988,4
0,spotify:track:2XRh87n9CQoWkWW94H3Min,Viva Las Vengeance,Panic! At The Disco,78,['modern rock'],Viva Las Vengeance,58,1.25e-05,0.211,0.821,0.0329,0.104,-5.423,0.0732,153.742,4
1,spotify:track:63WuQOXohQIxOxIFA2K7bR,SUPERMODEL,Måneskin,78,"['indie rock italiano', 'italian pop']",SUPERMODEL,84,0.00164,0.636,0.876,0.0,0.117,-3.413,0.0555,120.983,4
2,spotify:track:25wdC7CJmCJPgnKw9rYquJ,maybe (feat. Bring Me The Horizon),Machine Gun Kelly,81,['ohio hip hop'],mainstream sellout,76,0.000735,0.601,0.92,0.0,0.0998,-4.802,0.0505,88.014,4
3,spotify:track:6Pif6RkFoYzLygdqktus4Q,The Foundations of Decay,My Chemical Romance,77,"['emo', 'pop punk']",The Foundations of Decay,77,0.000582,0.363,0.67,0.548,0.317,-6.652,0.0552,150.15,4
4,spotify:track:2a5cbTg2UIi784t9E2wT35,Black Summer,Red Hot Chili Peppers,81,"['alternative rock', 'funk metal', 'funk rock', 'permanent wave']",Unlimited Love,70,0.0267,0.417,0.682,0.000669,0.109,-5.071,0.0295,105.542,4
5,spotify:track:1nU2ooQKyk4CsYJMBdIK4J,The Funeral,YUNGBLUD,70,"['british indie rock', 'modern rock', 'pop', 'rock']",The Funeral,68,8.57e-05,0.576,0.869,7.1e-05,0.0573,-4.339,0.0339,92.538,4
6,spotify:track:3tnKdIkmqLiL9UKxxqjM8C,Broken,Palaye Royale,61,"['modern alternative rock', 'modern rock', 'rock', 'vegas indie']",Broken,60,0.105,0.492,0.718,0.0,0.0895,-6.529,0.0711,140.143,4
7,spotify:track:37EMTlg8KIQRED2lsxuNhj,Epiphany,Mammoth WVH,45,[],Mammoth WVH,52,5.29e-05,0.439,0.894,0.0147,0.115,-4.973,0.0894,165.087,4
8,spotify:track:5EIKp1TKhUNdsThloWPa53,So Called Life,Three Days Grace,73,"['alternative metal', 'canadian metal', 'canadian rock', 'nu metal', 'post-grunge']",So Called Life,64,0.00021,0.502,0.905,0.0,0.0601,-4.162,0.0634,160.064,4
9,spotify:track:0dgAZ1j5irH1FlA5WrpHW4,Wild Child,The Black Keys,71,"['alternative rock', 'blues rock', 'garage rock', 'modern blues rock', 'modern rock', 'punk blues', 'rock', 'roots rock']",Wild Child,67,0.017,0.68,0.639,5.09e-06,0.0398,-6.233,0.0278,106.991,4
10,spotify:track:1gKLWryPONC9dyrx5fX3Dr,All Comes Crashing,Metric,60,"['alternative dance', 'canadian indie', 'canadian rock', 'electropop', 'indie pop', 'indie rock', 'indietronica', 'metropopolis', 'modern rock', 'neo-synthpop', 'new rave']",All Comes Crashing,59,0.00606,0.7,0.686,0.000345,0.447,-6.888,0.0343,111.021,4
11,spotify:track:0kYMwaQWABTkFff8AZjmYI,Hayloft II,Mother Mother,73,['vancouver indie'],Inside (Deluxe),78,0.0044,0.326,0.866,7.37e-06,0.0912,-4.541,0.101,178.181,4
12,spotify:track:3kBBjItT7JnKi28k68dGkr,Spitting Off the Edge of the World,Yeah Yeah Yeahs,63,"['alternative dance', 'alternative rock', 'dance-punk', 'indie rock', 'modern rock', 'new rave']",Spitting Off the Edge of the World,42,0.00349,0.416,0.717,3.36e-06,0.0627,-5.872,0.0357,109.947,4
13,spotify:track:0HzZB3Z6gIk3VOlS5WjT49,Everything's Electric,Liam Gallagher,63,"['britpop', 'britpop revival', 'modern rock', 'rock', 'solo wave']",C’MON YOU KNOW (Deluxe Edition),56,0.00435,0.409,0.969,0.000124,0.0602,-2.423,0.0706,166.02,4
14,spotify:track:3PqpLZTiiwJjYD1uSvQoCC,DIE OUT HERE (feat. POORSTACY),DE'WAYNE,46,[],DIE OUT HERE (feat. POORSTACY),56,0.0095,0.593,0.849,0.0,0.234,-5.727,0.0911,75.021,4
15,spotify:track:5l4DU5tgUtLqFSxir6y0dp,Faded Out (feat. Within Temptation),Asking Alexandria,65,"['alternative metal', 'metalcore', 'trancecore', 'uk metalcore']",Faded Out (feat. Within Temptation),62,0.000151,0.478,0.937,0.0,0.198,-4.775,0.0938,74.966,4
16,spotify:track:0IPKskRI33eRXjUhNUr9b5,Loved You A Little (with Taking Back Sunday and Charlotte Sands),The Maine,58,"['modern rock', 'neon pop punk', 'pop punk', 'pop rock', 'rock', 'tempe indie']",Loved You A Little (with Taking Back Sunday and Charlotte Sands),65,0.0288,0.484,0.828,0.0,0.313,-5.197,0.0543,195.999,4
17,spotify:track:6jhBI8HZ1qxetz13hjL1PE,how could you do this to me? feat. Kellin Quinn from Sleeping With Sirens,Maggie Lindemann,64,"['alt z', 'dance pop', 'dark pop', 'pop', 'post-teen pop']",how could you do this to me? feat. Kellin Quinn from Sleeping With Sirens,61,0.0123,0.501,0.853,1.66e-05,0.411,-6.677,0.113,96.025,4
18,spotify:track:5QhNhUBkNtz9f6NQLrv5A8,.intoodeep.,Dead Poet Society,51,"['boston indie', 'modern alternative rock', 'modern rock', 'rock']",-!-,58,0.00039,0.592,0.674,1.26e-05,0.354,-6.26,0.0417,124.928,4
19,spotify:track:14FW5L81Px03LnnsXnB2LG,What's the Trick?,Jack White,60,"['alternative rock', 'blues rock', 'garage rock', 'garage rock revival', 'modern blues rock', 'modern rock', 'punk blues', 'rock']",Fear Of The Dawn,59,0.000867,0.375,0.71,0.00628,0.104,-8.665,0.267,97.335,4
20,spotify:track:10jugZSxm3weVkTSSO8LFR,Roadkill,Starcrawler,38,[],Roadkill,47,0.00371,0.468,0.959,0.000249,0.139,-3.302,0.0666,159.948,4
21,spotify:track:5iXnD2VizcAbErpkcuNQ6I,MYSTERY,Turnstile,61,['hardcore punk'],GLOW ON,63,0.00374,0.403,0.892,0.0113,0.882,-6.244,0.0913,163.991,4
22,spotify:track:3OWxpc6Zguzep0XKWGxDyc,CASUALTY,MOTHICA,61,"['alt z', 'electropop', 'pop', 'social media pop', 'vapor soul']",CASUALTY,57,0.00219,0.513,0.916,0.00113,0.338,-3.191,0.0987,96.095,4
23,spotify:track:3GL1RQKHV0TDRq8EXHMhGq,Planet Zero,Shinedown,69,"['alternative metal', 'nu metal', 'post-grunge']",Planet Zero,64,2.35e-05,0.416,0.964,0.000875,0.473,-2.967,0.112,157.925,4
24,spotify:track:0HqZX76SFLDz2aW8aiqi7G,Bones,Imagine Dragons,86,"['modern rock', 'rock']",Bones,87,0.0206,0.773,0.742,0.0,0.0754,-3.678,0.046,114.071,4
25,spotify:track:0eLXFaZoGjVbzNmMd4LpmA,A Little Bit of Love,Weezer,72,"['alternative rock', 'modern power pop', 'modern rock', 'permanent wave', 'rock']",A Little Bit of Love,60,0.0135,0.586,0.83,0.0,0.0993,-6.088,0.0265,92.328,4
26,spotify:track:04no0XXxXd3F5uLZi3qDYK,2am,Foals,64,"['alternative dance', 'indie rock', 'modern rock', 'new rave', 'oxford indie', 'rock']",2am,64,0.000335,0.698,0.794,0.605,0.0622,-3.333,0.0483,135.981,4
27,spotify:track:23T4s8TZHQQvrBz6TOlJQI,Lies,Pale Waves,52,"['electropop', 'indie pop', 'manchester indie', 'metropopolis', 'modern rock']",Lies,56,0.0169,0.519,0.89,0.0,0.312,-2.75,0.0817,170.059,4
28,spotify:track:29zvr7PRPQhE8plnBZ44nZ,FUNERAL GREY,Waterparks,63,"['alt z', 'modern rock', 'neon pop punk', 'pixie', 'pop punk', 'rock', 'texas pop punk']",FUNERAL GREY,64,0.0202,0.645,0.85,0.0,0.656,-3.627,0.0898,145.971,4
29,spotify:track:3OtId2P71K4wGAAJk8QCIR,Honeybrains,Royal Blood,63,"['alternative rock', 'brighton indie', 'garage rock', 'modern alternative rock', 'modern blues rock', 'modern hard rock', 'modern rock', 'rock']",Honeybrains,60,0.00537,0.523,0.8,0.0,0.398,-5.243,0.101,125.886,3
30,spotify:track:07M8tCNuO9RZenyINtp2QB,Fuck Me (I Didn’t Know How To Say),Crawlers,53,"['indie pop', 'warrington indie']",Fuck Me (I Didn’t Know How To Say),54,0.0263,0.521,0.679,0.00122,0.0911,-6.093,0.0892,179.346,4
31,spotify:track:3Tuz3Ec6n03nPTAa5knMm8,Sugar,Surf Curse,69,"['dreamo', 'indie surf', 'surf punk', 'vegas indie']",Sugar,58,0.122,0.606,0.696,0.000188,0.157,-5.153,0.0613,121.347,4
32,spotify:track:6HegTbeiZZ9iN6Dp3TLJhx,Smile,Wolf Alice,61,"['indie pop', 'modern alternative rock', 'modern rock']",Smile,0,0.000153,0.368,0.769,0.919,0.0657,-5.002,0.0731,187.239,4
33,spotify:track:24SyVpif5eshcNmLKdvOcj,Life's Coming in Slow - from GRAN TURISMO 7,Nothing But Thieves,64,"['alternative pop rock', 'modern alternative rock', 'modern rock', 'rock']",Life's Coming in Slow (from GRAN TURISMO 7),61,0.000544,0.507,0.973,0.0139,0.386,-3.773,0.0504,148.044,4
34,spotify:track:74WMwDiFR0lcwwrgaadL2C,Wake Me Up (When This Nightmare’s Over),Simple Plan,68,"['canadian pop punk', 'canadian punk', 'canadian rock', 'pop punk']",Harder Than It Looks,53,0.000326,0.52,0.829,2.3e-06,0.175,-3.166,0.0369,84.434,4
35,spotify:track:5wTfzzRW8ddRdgW2kASbox,when we were young,Architects,62,"['mathcore', 'melodic metalcore', 'metalcore', 'progressive metalcore', 'uk metalcore']",when we were young,64,4.42e-05,0.443,0.938,5.71e-06,0.32,-3.01,0.106,169.995,4
36,spotify:track:6hIr2IDeBDXfRFk0rYe5Tz,Won’t Stand Down,Muse,74,"['modern rock', 'permanent wave', 'rock']",Won’t Stand Down,67,0.0043,0.514,0.882,2.52e-06,0.156,-4.406,0.0862,104.85,4
37,spotify:track:1DtlyZk7uxrg5T29zQls44,PURGE ft. Siiickbrain,WILLOW,78,"['afrofuturism', 'dance pop', 'electropop', 'pop', 'post-teen pop']",PURGE ft. Siiickbrain,57,0.000877,0.491,0.852,0.0,0.103,-4.041,0.0736,149.995,4
38,spotify:track:2gF7u3yLBTy6vGrxwQBoGF,Masterpiece,Motionless In White,66,"['alternative metal', 'metalcore']",Masterpiece,67,0.000109,0.324,0.863,0.0,0.311,-3.716,0.123,177.985,4
39,spotify:track:2ib8fuTavdc48X6MjhE4Ft,ZOMBIFIED,Falling In Reverse,69,"['metalcore', 'modern rock', 'rap metal', 'rock']",ZOMBIFIED,71,0.000141,0.544,0.911,8.89e-06,0.333,-3.681,0.0422,91.033,4
40,spotify:track:4xAmbn7xiy6wGOs4oaxv70,Call Me Little Sunshine,Ghost,69,"['hard rock', 'metal']",IMPERA,66,0.000674,0.566,0.871,0.00144,0.107,-4.833,0.0311,88.012,4
41,spotify:track:3kpW19uTVTQF9EYJ9jhIOG,Foxglove,Boston Manor,49,"['alternative emo', 'anthem emo', 'modern alternative rock', 'modern rock', 'pop punk', 'uk pop punk']",Foxglove,54,0.00127,0.554,0.846,0.0,0.326,-3.453,0.0427,103.998,4
42,spotify:track:0lRlsjGhgUDCjJzz3RjwNb,hair out,Stand Atlantic,58,"['modern rock', 'pixie', 'pop punk', 'rock']",hair out,55,0.000487,0.675,0.897,0.0,0.133,-4.684,0.0769,112.963,4
43,spotify:track:51tegOXmUxqJKWMh8l3Oxi,DIRTY WHITE VANS//,KennyHoopla,56,"['modern rock', 'pop punk']",DIRTY WHITE VANS//,58,0.347,0.496,0.786,0.0,0.11,-3.728,0.105,82.538,4
44,spotify:track:11ytsbCqnMlj2bV0hVKp5P,In The Mirror,The Interrupters,54,"['punk', 'ska', 'ska punk', 'skate punk']",In The Mirror,55,0.00193,0.527,0.93,6.4e-05,0.338,-1.637,0.0491,155.042,4
45,spotify:track:01VbCa15MmvNg3KMOfoHa2,Loser,Sueco,66,"['cali rap', 'pop rap']",It Was Fun While It Lasted,64,0.00317,0.61,0.894,0.0,0.0539,-3.956,0.129,96.622,4
46,spotify:track:3jEqgCYhahj6Ab5o80uhnO,Bite Me,Avril Lavigne,75,"['canadian pop', 'candy pop', 'dance pop', 'pop', 'post-teen pop']",Love Sux,47,0.00377,0.498,0.806,0.0,0.335,-4.406,0.0679,169.967,4
47,spotify:track:1upVvXlWQUwAPuLN3oh8lk,Talk,beabadoobee,71,"['bedroom pop', 'bubblegrunge', 'indie pop', 'pop']",Talk,64,0.000372,0.451,0.97,0.105,0.222,-4.858,0.0605,113.39,4
48,spotify:track:6jIrbJ5w2KfkLsk3LiGTOW,Roman Candles,Death Cab for Cutie,62,"['alternative rock', 'indie pop', 'indie rock', 'modern rock', 'pop rock', 'washington indie']",Roman Candles,57,0.000777,0.518,0.757,0.00931,0.115,-8.584,0.0555,129.901,4
49,spotify:track:1VSngtLdJhrlfHkLxTyOXK,King,Florence + The Machine,77,"['baroque pop', 'pop', 'uk alternative pop']",King,68,0.142,0.73,0.445,0.00109,0.107,-8.376,0.0446,105.976,4
0,spotify:track:4hq0S6wznq7SHDyMOFXL9i,Tumbling Dice,The Rolling Stones,77,"['album rock', 'british invasion', 'classic rock', 'rock']",Exile On Main Street (2010 Re-Mastered),66,0.5,0.615,0.91,0.511,0.281,-4.248,0.0347,111.013,4
1,spotify:track:3uz0O62HqYoyRiWZjS61KK,Detroit Rock City,KISS,71,"['album rock', 'glam rock', 'hard rock', 'metal', 'rock']",Smashes Thrashes & Hits,63,0.00884,0.479,0.847,0.000206,0.144,-11.036,0.0984,90.654,4
2,spotify:track:6mFkJmJqdDVQ1REhVfGgd1,Wish You Were Here,Pink Floyd,77,"['album rock', 'art rock', 'classic rock', 'progressive rock', 'psychedelic rock', 'rock', 'symphonic rock']",Wish You Were Here,75,0.735,0.481,0.262,0.0114,0.832,-15.73,0.0414,122.861,4
3,spotify:track:5ghIJDpPoe3CfHMGu71E6T,Smells Like Teen Spirit,Nirvana,80,"['grunge', 'permanent wave', 'rock']",Nevermind (Remastered),78,2.55e-05,0.502,0.912,0.000173,0.106,-4.556,0.0564,116.761,4
4,spotify:track:3YBZIN3rekqsKxbJc9FZko,Paradise City,Guns N' Roses,77,"['glam metal', 'hard rock', 'rock']",Appetite For Destruction,77,0.0169,0.273,0.952,0.0111,0.142,-8.762,0.0843,100.271,4
5,spotify:track:57JVGBtBLCfHw2muk5416J,Another One Bites The Dust - Remastered 2011,Queen,83,"['classic rock', 'glam rock', 'rock']",The Game (Deluxe Remastered Version),72,0.112,0.933,0.528,0.329,0.163,-6.472,0.162,109.975,4
6,spotify:track:2zYzyRzz6pRmhPzyfMEC8s,Highway to Hell,AC/DC,79,"['australian rock', 'hard rock', 'rock']",Highway to Hell,82,0.061,0.574,0.913,0.00158,0.156,-4.793,0.133,115.728,4
7,spotify:track:2Cdvbe2G4hZsnhNMKyGrie,I Love Rock 'N Roll,Joan Jett & The Blackhearts,63,"['glam punk', 'rock']",I Love Rock 'N' Roll (Expanded Edition),75,0.326,0.535,0.716,0.0,0.659,-5.025,0.0431,94.379,4
8,spotify:track:0hCB0YR03f6AmQaHbwWDe8,Whole Lotta Love - 1990 Remaster,Led Zeppelin,75,"['album rock', 'classic rock', 'hard rock', 'rock']",Led Zeppelin II (1994 Remaster),75,0.0484,0.412,0.902,0.131,0.405,-11.6,0.405,89.74,4
9,spotify:track:70LcF31zb1H0PyJoS1Sx1r,Creep,Radiohead,77,"['alternative rock', 'art rock', 'melancholia', 'oxford indie', 'permanent wave', 'rock']",Pablo Honey,83,0.0097,0.515,0.43,0.000133,0.129,-9.935,0.0372,91.844,4
10,spotify:track:1nFtiJxYdhtFfFtfXBv06s,Something In The Way,Nirvana,80,"['grunge', 'permanent wave', 'rock']",Nevermind (Remastered),77,0.745,0.427,0.201,0.263,0.109,-13.044,0.0317,105.218,4
11,spotify:track:5MxNLUsfh7uzROypsoO5qe,Dream On,Aerosmith,74,"['album rock', 'classic rock', 'hard rock', 'rock']",Aerosmith,78,0.388,0.307,0.433,9.08e-05,0.332,-10.057,0.029,160.9,4
12,spotify:track:0J6mQxEZnlRt9ymzFntA6z,Livin' On A Prayer,Bon Jovi,76,"['glam metal', 'rock']",Slippery When Wet,0,0.0768,0.534,0.887,9.93e-05,0.325,-3.777,0.0345,122.494,4
13,spotify:track:4bHsxqR3GMrXTxEPLuK5ue,Don't Stop Believin',Journey,72,"['album rock', 'classic rock', 'hard rock', 'mellow gold', 'rock', 'soft rock']",Escape,80,0.127,0.5,0.748,0.0,0.447,-9.072,0.0363,118.852,4
14,spotify:track:3dPQuX8Gs42Y7b454ybpMR,Seven Nation Army,The White Stripes,69,"['alternative rock', 'blues rock', 'detroit rock', 'garage rock', 'modern blues rock', 'modern rock', 'permanent wave', 'punk blues', 'rock']",Elephant,82,0.0039,0.743,0.446,0.118,0.337,-7.807,0.0683,123.596,4
15,spotify:track:40riOy7x9W7GXjyGp4pjAv,Hotel California - 2013 Remaster,Eagles,74,"['album rock', 'classic rock', 'country rock', 'folk rock', 'heartland rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",Hotel California (2013 Remaster),82,0.00574,0.579,0.508,0.000494,0.0575,-9.484,0.027,147.125,4
16,spotify:track:70YvYr2hGlS01bKRIho1HM,La Grange - 2005 Remaster,ZZ Top,67,"['album rock', 'blues rock', 'classic rock', 'country rock', 'hard rock', 'metal', 'rock']",Tres Hombres (Expanded 2006 Remaster),74,0.00249,0.545,0.64,0.0304,0.196,-9.937,0.224,80.544,4
17,spotify:track:7Jh1bpe76CNTCgdgAdBw4Z,Heroes - 2017 Remaster,David Bowie,76,"['art rock', 'classic rock', 'glam rock', 'permanent wave', 'rock']","""Heroes"" (2017 Remaster)",75,0.000671,0.49,0.758,0.484,0.092,-6.491,0.0297,112.114,4
18,spotify:track:3QZ7uX97s82HFYSmQUAN1D,Tom Sawyer,Rush,65,"['album rock', 'art rock', 'canadian metal', 'classic canadian rock', 'classic rock', 'hard rock', 'metal', 'progressive rock', 'rock']",Moving Pictures (2011 Remaster),71,0.00145,0.536,0.901,0.0186,0.06,-7.211,0.0374,87.559,4
19,spotify:track:2KmEgiY8fQs0G6WNxtzQKr,Baba O'Riley,The Who,67,"['album rock', 'art rock', 'blues rock', 'british invasion', 'classic rock', 'folk rock', 'hard rock', 'mellow gold', 'psychedelic rock', 'rock']",Who's Next (Deluxe Edition),0,0.313,0.489,0.724,0.185,0.287,-8.367,0.0352,117.292,4
20,spotify:track:4aVuWgvD0X63hcOCnZtNFA,Hold the Line,TOTO,70,"['album rock', 'classic rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",Toto,77,0.00783,0.473,0.898,0.0618,0.173,-4.797,0.0561,96.556,4
21,spotify:track:1Ly0ssAgeM7YqdHptao8Oe,Paranoid,Black Sabbath,70,"['album rock', 'birmingham metal', 'classic rock', 'hard rock', 'metal', 'rock', 'stoner rock', 'uk doom metal']",Greatest Hits,0,8.44e-05,0.426,0.619,0.00239,0.17,-11.501,0.0722,162.721,4
22,spotify:track:6IMlcKjsIM3l3yXWykTa3y,Police & Thieves - Remastered,The Clash,68,"['classic rock', 'permanent wave', 'punk', 'rock']",The Clash (Remastered),60,0.0289,0.721,0.488,0.038,0.18,-10.294,0.067,152.287,4
23,spotify:track:3d9DChrdc6BOeFsbrZ3Is0,Under the Bridge,Red Hot Chili Peppers,81,"['alternative rock', 'funk metal', 'funk rock', 'permanent wave']",Blood Sugar Sex Magik (Deluxe Edition),80,0.0576,0.559,0.345,0.000105,0.141,-13.496,0.0459,84.581,4
24,spotify:track:08mG3Y1vljYA6bvDt4Wqkj,Back In Black,AC/DC,79,"['australian rock', 'hard rock', 'rock']",Back In Black,82,0.011,0.31,0.7,0.00965,0.0828,-5.678,0.047,188.386,4
25,spotify:track:5UWwZ5lm5PKu6eKsHAGxOk,Everlong,Foo Fighters,76,"['alternative metal', 'alternative rock', 'modern rock', 'permanent wave', 'post-grunge', 'rock']",The Colour And The Shape,80,5.99e-05,0.413,0.881,0.000308,0.0805,-5.541,0.0367,158.066,4
26,spotify:track:2PzU4IB8Dr6mxV3lHuaG34,(I Can't Get No) Satisfaction - Mono Version,The Rolling Stones,77,"['album rock', 'british invasion', 'classic rock', 'rock']",Out Of Our Heads,75,0.0383,0.723,0.863,0.0317,0.128,-7.89,0.0338,136.302,4
27,spotify:track:2g7gviEeJr6pyxO7G35EWQ,Paradise By the Dashboard Light,Meat Loaf,63,['album rock'],Bat Out Of Hell,70,0.214,0.326,0.872,0.0,0.461,-7.602,0.122,173.381,4
28,spotify:track:0ofHAoxe9vBkTCp2UQIavz,Dreams - 2004 Remaster,Fleetwood Mac,78,"['album rock', 'classic rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",Rumours (Super Deluxe),82,0.0644,0.828,0.492,0.00428,0.128,-9.744,0.0276,120.151,4
29,spotify:track:54flyrjcdnQdco7300avMJ,We Will Rock You - Remastered 2011,Queen,83,"['classic rock', 'glam rock', 'rock']",News Of The World (Deluxe Remastered Version),68,0.679,0.693,0.497,0.0,0.258,-7.316,0.119,81.308,4
30,spotify:track:5BIMPccDwShpXq784RJlJp,Enter Sandman,Metallica,79,"['hard rock', 'metal', 'old school thrash', 'rock', 'thrash metal']",Metallica,9,0.00206,0.579,0.824,0.00903,0.059,-8.71,0.03,123.331,4
31,spotify:track:4CJVkjo5WpmUAKp3R44LNb,Sweet Home Alabama,Lynyrd Skynyrd,70,"['album rock', 'blues rock', 'classic rock', 'country rock', 'hard rock', 'mellow gold', 'rock', 'southern rock']",Second Helping,0,0.181,0.597,0.605,0.000331,0.118,-12.013,0.0255,97.782,4
32,spotify:track:2LawezPeJhN4AWuSB0GtAU,Have You Ever Seen The Rain,Creedence Clearwater Revival,75,"['album rock', 'classic rock', 'country rock', 'rock', 'southern rock', 'swamp rock']",Pendulum (40th Anniversary Edition),79,0.0664,0.741,0.697,2.28e-05,0.133,-7.028,0.0277,116.109,4
33,spotify:track:63OFKbMaZSDZ4wtesuuq6f,Born To Be Wild,Steppenwolf,60,"['acid rock', 'album rock', 'blues rock', 'classic canadian rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'mellow gold', 'proto-metal', 'psychedelic rock', 'rock']",Steppenwolf,72,0.262,0.438,0.71,0.537,0.221,-12.412,0.0919,145.928,4
34,spotify:track:6mib3N4E8PZHAGQ3xy7bho,Moonage Daydream - 2012 Remaster,David Bowie,76,"['art rock', 'classic rock', 'glam rock', 'permanent wave', 'rock']",The Rise and Fall of Ziggy Stardust and the Spiders from Mars (2012 Remaster),68,0.0408,0.56,0.605,0.000162,0.0585,-11.209,0.0348,144.478,4
35,spotify:track:2sXp9Qmvc7mRaDBjBgcGGi,Every Breath You Take - Remastered 2003,The Police,73,"['album rock', 'art rock', 'classic rock', 'mellow gold', 'new wave', 'permanent wave', 'rock', 'soft rock']",Synchronicity,0,0.56,0.813,0.46,0.0105,0.0724,-9.78,0.0346,117.387,4
36,spotify:track:70Z9t1qhytWtG4cCmmi7mU,I Wanna Rock,Twisted Sister,61,"['album rock', 'glam metal', 'hard rock', 'metal', 'rock']",Stay Hungry,70,0.00512,0.504,0.911,0.0123,0.355,-2.97,0.0738,106.244,4
37,spotify:track:1oG2vWELiGjIqxwqGcyqwF,You Really Got Me,The Kinks,64,"['album rock', 'art rock', 'british invasion', 'classic rock', 'folk rock', 'glam rock', 'mellow gold', 'protopunk', 'psychedelic rock', 'rock']",Kinks (Super Deluxe Edition),0,0.0995,0.567,0.959,6.07e-05,0.1,-3.822,0.102,137.377,4
38,spotify:track:0K6yUnIKNsFtfIpTgGtcHm,Limelight,Rush,65,"['album rock', 'art rock', 'canadian metal', 'classic canadian rock', 'classic rock', 'hard rock', 'metal', 'progressive rock', 'rock']",Moving Pictures (2011 Remaster),66,0.00197,0.581,0.854,0.0013,0.111,-8.485,0.0428,131.18,4
